N,P,K,pH,Rain,Temp,Humid,Crop,Fertilizer,Fertilizer_class
50,30,30,6.0,600.0,30.0,79.93234675144475,Groundnut,Chilated Micronutrient,11
115,60,50,7.0,800.0,25.0,50.16607700147837,Cotton,Magnesium Sulphate,5
100,45,45,6.5,600.0,20.0,71.17447310402208,Wheat,19:19:19 NPK,6
108,36,19,7.238566893,64.61444234,22.78249615,77.51235009,Cotton,Urea,2
60,45,70,5.5,900.0,30.0,49.18570096204944,Ginger,Ammonium Sulphate,14
55,40,20,6.0,600.0,35.0,45.2279238466154,Tur,Urea,2
115,75,55,7.5,800.0,25.0,46.87593460193805,Cotton,12:32:16 NPK,7
130,60,50,7.0,800.0,25.0,51.67039719269042,Cotton,Magnesium Sulphate,5
22,24,0,6.715267006425881,819.1890095280302,32.0,62.0,Tobacco,28-28,23
26,51,25,7.792508068,55.21606732,28.76488954,52.62741529,MothBeans,Chilated Micronutrient,11
60,20,25,6.5,600.0,35.0,22.03090235307794,Jowar,Urea,2
150,70,95,7.0,800.0,25.0,70.40711290706986,Sugarcane,Urea,2
0,5,36,6.152906502,105.529185,24.35193812,90.88612388,Pomegranate,Urea,2
100,60,60,7.0,900.0,30.0,82.41525936960123,Cotton,12:32:16 NPK,7
72,42,43,6.352771037,181.2915605,26.56767277,80.90424543,Jute,Urea,2
125,55,55,7.5,900.0,30.0,71.24653015468165,Cotton,13:32:26 NPK,18
105,65,50,7.0,500.0,15.0,59.59473715662385,Wheat,Urea,2
140,80,120,7.5,1200.0,30.0,74.36709913848281,Sugarcane,DAP,0
110,80,55,6.5,800.0,25.0,76.55270724918864,Cotton,12:32:16 NPK,7
125,75,50,7.5,700.0,30.0,61.093949642571204,Maize,SSP,1
120,50,50,7.0,1200.0,35.0,50.04902384227151,Rice,Urea,2
50,25,20,6.5,400.0,25.0,50.32489327571565,Jowar,Urea,2
140,60,75,7.5,1000.0,35.0,51.04024232879401,Cotton,Magnesium Sulphate,5
110,70,45,7.5,900.0,30.0,70.60318356219435,Cotton,12:32:16 NPK,7
91,24,55,6.259086583,46.76837499,26.27061608,83.09194521,Watermelon,Urea,2
113,85,45,6.037430836,109.0921631,27.94972463,76.63713353,Banana,19:19:19 NPK,6
100,60,60,6.0,1000.0,35.0,41.559468800211675,Cotton,13:32:26 NPK,18
11,44,17,8.016210782,35.1051197,26.34043268,55.59160391,MothBeans,Chilated Micronutrient,11
130,65,120,6.5,1000.0,35.0,51.25197617220591,Sugarcane,Urea,2
75,50,60,6.0,700.0,25.0,80.57560060718889,Wheat,Urea,2
110,50,50,7.0,800.0,25.0,46.76584179931632,Cotton,13:32:26 NPK,18
70,50,60,6.0,700.0,25.0,70.25497263450858,Wheat,19:19:19 NPK,6
58,70,84,6.231049028,74.6631118,20.6543203,16.60820843,ChickPea,12:32:16 NPK,7
140,55,65,7.5,800.0,25.0,80.83313484168377,Cotton,DAP,0
115,40,45,6.5,1500.0,35.0,28.14832149727728,Rice,50:26:26 NPK,16
20,50,22,9.406887533,38.31597852,30.99694676,46.42693735,MothBeans,Chilated Micronutrient,11
89,47,38,6.002524871,151.8869972,25.52468965,72.24850829,Jute,Urea,2
35,30,20,7.0,500.0,35.0,60.870748175400564,Tur,Urea,2
115,55,45,7.0,1000.0,25.0,45.559775396871096,Rice,50:26:26 NPK,16
6,59,21,6.139215944,50.90994463,26.58972517,66.14007674,Lentil,SSP,1
40,58,15,6.978400282,43.15411472,29.46416042,87.60890009,MungBean,SSP,1
9,80,19,5.945465949,125.0972687,21.80619564,18.57086554,KidneyBeans,Urea,2
105,75,65,7.5,500.0,25.0,64.39175742281077,Cotton,Magnesium Sulphate,5
35,135,199,6.400719746,69.39630398,21.77466746,80.54942557,Grapes,12:32:16 NPK,7
90,55,130,7.5,800.0,30.0,61.683524519152726,Grapes,10:10:10 NPK,9
120,60,75,7.5,1000.0,35.0,47.89326087643913,Cotton,Magnesium Sulphate,5
6,142,202,6.224542938,70.42508897,27.23708304,82.94573346,Grapes,Ferrous Sulphate,8
115,60,60,6.0,900.0,20.0,61.39846053423758,Wheat,Urea,2
40,35,30,7.5,800.0,30.0,50.44033403586618,Jowar,Urea,2
125,60,145,7.0,1000.0,35.0,54.91475872749545,Sugarcane,MOP,3
125,75,135,6.5,1300.0,35.0,57.64369457685949,Sugarcane,MOP,3
95,55,60,7.0,500.0,15.0,76.92804967160998,Wheat,19:19:19 NPK,6
15,40,0,6.715267006425881,819.1890095280302,36.0,68.0,Cotton,DAP,0
80,55,60,6.0,1200.0,35.0,32.58410420042806,Rice,50:26:26 NPK,16
140,80,45,7.5,500.0,30.0,75.11353693119236,Maize,Urea,2
32,68,52,6.800321319,248.8592986,32.68067385,92.61715632,Papaya,19:19:19 NPK,6
120,45,60,6.0,900.0,20.0,72.76109268769741,Wheat,19:19:19 NPK,6
57,64,55,6.583760499,62.50689682,26.68386496,92.9585411,Papaya,Urea,2
110,30,50,6.0,700.0,35.0,22.182210997641732,Cotton,DAP,0
20,30,50,6.5,1700.0,30.0,51.14881934971403,Turmeric,Urea,2
122,59,18,6.219469084,79.81328183,23.5000992,83.63488952,Cotton,Urea,2
14,55,15,8.050304395,73.44775287,27.33580911,55.27755933,MothBeans,Chilated Micronutrient,11
115,75,60,6.0,900.0,30.0,66.81002396314932,Cotton,Magnesium Sulphate,5
70,45,50,7.0,500.0,25.0,54.0155373742171,Wheat,Urea,2
60,20,40,6.0,600.0,35.0,22.621589531397987,Jowar,Urea,2
130,60,140,7.0,1100.0,25.0,67.93658434741488,Sugarcane,DAP,0
120,80,40,7.5,600.0,20.0,62.21528977197743,Maize,SSP,1
140,75,45,7.0,500.0,20.0,48.05285320653569,Maize,MOP,3
19,78,16,5.967533236,67.71768947,20.65375833,23.10538637,KidneyBeans,Urea,2
75,40,45,6.0,900.0,20.0,65.62296697505303,Wheat,Urea,2
20,7,45,6.077886012,112.4750941,18.90592319,89.24126808,Pomegranate,Urea,2
100,65,55,6.5,800.0,25.0,76.74240062233049,Cotton,DAP,0
120,85,125,7.0,900.0,30.0,61.791860592157256,Sugarcane,Urea,2
150,70,140,7.5,1200.0,20.0,60.53854338069797,Sugarcane,MOP,3
140,70,90,6.5,700.0,30.0,77.92079918284703,Sugarcane,DAP,0
0,36,26,5.101206389,96.38808001,34.13072188,51.25786185,Mango,SSP,1
40,55,75,5.5,1000.0,35.0,41.93811271070965,Ginger,Urea,2
60,55,50,7.5,900.0,25.0,53.22226784805264,Turmeric,Ferrous Sulphate,8
100,40,130,7.0,700.0,25.0,72.9333286119745,Grapes,Hydrated Lime,20
56,67,78,8.255450758,77.81891424,17.57445618,16.71826572,ChickPea,DAP,0
13,13,0,6.715267006425881,819.1890095280302,27.0,54.0,Pulses,20-20,10
75,55,60,6.0,500.0,15.0,68.84493403725274,Wheat,Urea,2
120,85,130,6.0,1000.0,25.0,61.82870241681163,Sugarcane,DAP,0
10,32,7,6.715267006425881,819.1890095280302,30.0,60.0,Sugarcane,14-35-14,17
89,52,42,6.14132902,196.6587013,23.09433785,81.45139295,Jute,Urea,2
135,65,145,7.0,1000.0,25.0,42.436294944916966,Sugarcane,DAP,0
115,45,40,6.5,900.0,20.0,42.56442554769511,Wheat,19:19:19 NPK,6
50,50,75,6.0,1000.0,35.0,36.16031530833698,Ginger,Ammonium Sulphate,14
150,65,80,7.0,800.0,20.0,65.57267807519781,Sugarcane,Urea,2
34,15,34,5.677282678,224.7006953,27.05826457,91.10510371,Coconut,Urea,2
30,50,25,7.5,700.0,25.0,80.9514160776074,Groundnut,Chilated Micronutrient,11
100,50,55,7.5,900.0,20.0,78.08407267618514,Wheat,Urea,2
65,40,25,7.5,600.0,25.0,42.52013060245865,Urad,DAP,0
20,35,15,6.5,800.0,25.0,73.70981101089023,Tur,MOP,3
120,75,150,7.0,1100.0,25.0,78.61282371979931,Sugarcane,DAP,0
150,70,80,7.0,800.0,30.0,64.78008841969206,Sugarcane,DAP,0
55,55,65,5.5,900.0,30.0,45.376255874083405,Ginger,Urea,2
115,80,60,7.5,600.0,30.0,60.41169746835999,Cotton,DAP,0
100,45,75,6.5,1000.0,35.0,41.76505790233948,Cotton,Magnesium Sulphate,5
85,60,45,7.0,1200.0,35.0,45.44951154138313,Rice,Urea,2
35,45,20,6.0,600.0,25.0,63.74388975933475,Tur,MOP,3
22,59,23,4.371745575,36.5037914,27.32220619,51.27868781,MothBeans,Chilated Micronutrient,11
95,50,45,7.0,500.0,15.0,78.2969292017371,Wheat,19:19:19 NPK,6
27,30,5,7.656978112,113.328978,32.71748548,90.54608254,Orange,SSP,1
90,40,50,7.5,600.0,20.0,45.24352728310343,Wheat,19:19:19 NPK,6
58,75,25,7.261791753,68.64685069,25.25596239,61.36669662,Blackgram,Urea,2
135,80,60,6.0,600.0,25.0,55.063041768606396,Maize,Urea,2
85,45,135,7.5,800.0,30.0,44.46273442096265,Grapes,Hydrated Lime,20
20,40,15,7.199495368,45.04467075,29.57329479,88.07505524,MungBean,SSP,1
25,35,20,6.5,800.0,25.0,47.72710511703723,Tur,Urea,2
65,40,45,6.5,700.0,25.0,50.70064395461091,Wheat,Urea,2
12,36,0,6.715267006425881,819.1890095280302,29.0,52.0,Sugarcane,DAP,0
26,65,22,5.949949081,143.0984171,17.84806561,18.77621951,KidneyBeans,Urea,2
89,53,44,7.319735475,150.2498675,24.88692811,71.91711523,Jute,Urea,2
3,67,24,5.520880014,103.2926407,17.00067625,19.90790546,KidneyBeans,DAP,0
45,55,60,6.0,1000.0,25.0,66.0585192105273,Ginger,DAP,0
40,60,60,5.5,1000.0,25.0,52.21235401289778,Ginger,Ammonium Sulphate,14
34,80,19,6.521217963,71.48327008,31.49338309,63.0563645,Blackgram,Urea,2
75,45,50,7.0,500.0,25.0,58.83031089632737,Wheat,Urea,2
115,45,55,7.5,900.0,20.0,50.929351894529404,Wheat,19:19:19 NPK,6
100,40,55,7.5,800.0,15.0,58.27938139083303,Wheat,19:19:19 NPK,6
120,75,90,7.0,800.0,30.0,54.96558405228751,Sugarcane,Urea,2
125,75,150,6.0,900.0,20.0,46.88425047049708,Sugarcane,Urea,2
5,25,6,6.011302181,106.8118019,30.72119881,94.01331956,Orange,MOP,3
115,75,40,6.5,600.0,20.0,78.97441840472207,Wheat,19:19:19 NPK,6
50,35,25,6.5,400.0,25.0,59.73792791781147,Soybean,Urea,2
105,77,52,5.816622479,100.0075679,29.16226551,76.16151562,Banana,19:19:19 NPK,6
120,80,150,7.0,1400.0,30.0,46.70407240733678,Sugarcane,MOP,3
110,70,50,7.0,1000.0,35.0,24.911267212291875,Cotton,12:32:16 NPK,7
140,70,125,7.0,900.0,20.0,81.79384401774944,Sugarcane,Urea,2
50,40,70,6.0,900.0,30.0,43.18923360033864,Ginger,DAP,0
45,35,30,6.5,300.0,25.0,45.19316108085603,Soybean,20:20:20 NPK,15
71,52,18,5.790770203,78.16077693,25.10787449,55.97732754,Maize,Urea,2
4,20,41,6.537042717,104.5375109,24.26601316,93.7974061,Pomegranate,10:26:26 NPK,4
10,14,0,6.715267006425881,819.1890095280302,30.0,60.0,Millets,20-20,10
15,36,27,5.643710216,91.01152997,27.78912455,53.96886679,Mango,SSP,1
120,75,80,7.0,800.0,25.0,79.46642063840912,Sugarcane,MOP,3
40,25,25,6.5,600.0,25.0,72.39658198805759,Jowar,10:26:26 NPK,4
19,122,202,5.811975094,112.8954016,23.34467359,90.37981478,Apple,Ferrous Sulphate,8
28,130,196,6.062356467,112.9203223,22.13450646,94.67695747,Apple,Urea,2
65,55,50,7.5,600.0,20.0,65.59988002079947,Wheat,19:19:19 NPK,6
45,30,30,6.5,300.0,30.0,71.48590807316444,Tur,Urea,2
65,60,45,7.0,500.0,25.0,55.92457680874588,Wheat,19:19:19 NPK,6
80,50,50,7.0,500.0,25.0,52.57497820213315,Wheat,19:19:19 NPK,6
32,20,35,5.588655387,144.6261698,26.52166434,98.38227669,Coconut,Urea,2
27,71,24,7.064973419,165.405354,31.46417866,48.17631461,PigeonPeas,SSP,1
100,60,45,6.5,1000.0,25.0,53.73454442269052,Wheat,Urea,2
44,75,22,7.574561547,71.21006868,30.0328403,64.14800537,Blackgram,SSP,1
145,60,60,6.0,1000.0,35.0,48.862386612620924,Cotton,13:32:26 NPK,18
100,10,53,6.211748957,42.00660251,24.54356968,84.60808277,Watermelon,Magnesium Sulphate,5
100,55,40,6.5,800.0,15.0,76.48744671700824,Wheat,Urea,2
140,65,120,6.5,1300.0,25.0,80.34025787051628,Sugarcane,Urea,2
20,15,10,6.5,700.0,30.0,81.7064893309178,Moong,MOP,3
30,35,25,6.5,900.0,25.0,74.66147248868033,Urad,Urea,2
93,26,27,7.288211994,137.7044047,24.59245684,56.46829641,Coffee,Urea,2
39,24,39,6.431265737,109.8076178,23.65374106,93.32657504,Pomegranate,10:26:26 NPK,4
80,60,45,7.0,800.0,25.0,79.56776999338622,Jowar,SSP,1
130,70,70,7.5,1200.0,30.0,53.60752163957878,Sugarcane,Urea,2
10,18,35,6.381975465,181.6942283,27.79797651,99.64573002,Coconut,Urea,2
60,50,60,6.0,500.0,15.0,81.1844822874981,Wheat,19:19:19 NPK,6
120,70,75,7.5,1100.0,35.0,38.683279007616406,Sugarcane,DAP,0
19,72,15,6.890760124,44.08562546,28.83600962,69.76112921,Lentil,SSP,1
120,75,95,7.0,800.0,20.0,59.73570386349171,Sugarcane,DAP,0
32,66,17,7.162357641,70.1415139,34.9466155,65.26774011,Blackgram,SSP,1
80,40,40,6.0,800.0,25.0,74.88990124955545,Jowar,10:26:26 NPK,4
150,70,90,6.5,700.0,30.0,76.20108933302265,Sugarcane,DAP,0
125,80,40,6.5,500.0,20.0,68.60481815472566,Maize,SSP,1
80,50,115,6.5,1300.0,35.0,51.85535187623265,Sugarcane,Urea,2
25,59,19,6.626629798,43.95183726,29.06631494,83.6869203,MungBean,SSP,1
120,40,55,7.5,800.0,15.0,50.38259932586475,Wheat,19:19:19 NPK,6
125,65,145,7.5,1200.0,30.0,48.667301828030915,Sugarcane,DAP,0
30,20,38,7.058222596,110.0932899,22.59890174,93.16343942,Pomegranate,10:26:26 NPK,4
60,45,40,6.5,500.0,15.0,80.78507045955925,Wheat,19:19:19 NPK,6
37,11,36,6.710143266,106.9216033,24.24779615,85.56033312,Pomegranate,Urea,2
120,65,75,7.0,1200.0,35.0,33.501550616375496,Sugarcane,MOP,3
50,50,50,6.0,900.0,20.0,70.5613816113812,Turmeric,White Potash,19
7,15,32,6.182232762,174.796583,25.03512351,95.89739958,Coconut,MOP,3
69,60,54,6.98992719,141.1736926,36.32268069,93.06134398,Papaya,19:19:19 NPK,6
120,75,75,7.5,600.0,25.0,47.45497660273946,Cotton,Magnesium Sulphate,5
125,75,50,7.0,600.0,30.0,59.97640483013557,Maize,SSP,1
25,40,25,6.5,900.0,35.0,37.848762362013474,Groundnut,Chilated Micronutrient,11
34,16,25,6.10729559,92.09609766,30.07202564,50.96040505,Mango,Urea,2
25,48,21,6.267684328,52.55469976,28.438097,83.48991368,MungBean,Chilated Micronutrient,11
40,5,32,5.981169595,143.533473,26.07010807,96.7036223,Coconut,MOP,3
100,40,60,6.0,900.0,20.0,57.611582572150205,Wheat,19:19:19 NPK,6
13,144,197,6.28022267,105.6941544,22.9215706,94.89613443,Apple,Ferrous Sulphate,8
98,27,27,7.238109556,197.6439711,24.71384065,51.29142534,Coffee,Urea,2
33,121,203,5.605934087,114.8407725,22.45696744,94.76285385,Apple,Ferrous Sulphate,8
140,65,80,7.0,800.0,20.0,56.16285224558211,Sugarcane,Urea,2
117,34,25,7.21270048,124.4135035,24.83846178,56.7685316,Coffee,Urea,2
49,61,45,6.764213299,240.4795923,32.76795887,94.57377401,Papaya,Urea,2
75,60,105,7.5,1500.0,25.0,73.79412785411847,Sugarcane,DAP,0
48,57,54,6.617703178,126.8069869,29.02328049,90.20396783,Papaya,Urea,2
105,70,70,8.5,500.0,20.0,65.207585169753,Cotton,Magnesium Sulphate,5
80,60,40,6.5,600.0,20.0,48.86232667150009,Wheat,Urea,2
30,20,40,5.5,1500.0,20.0,79.3419392116952,Turmeric,Urea,2
13,5,8,7.474710503,103.923226,23.85340379,90.10522549,Orange,10:26:26 NPK,4
125,85,140,7.0,1000.0,35.0,60.554853699027944,Sugarcane,Urea,2
75,55,50,7.5,900.0,30.0,54.52227130139407,Jowar,Urea,2
37,18,12,7.401121811,106.6955204,10.2708877,90.19147747,Orange,DAP,0
70,50,45,7.0,800.0,25.0,58.539892318811454,Jowar,Urea,2
114,40,23,6.753978061,95.4262599,25.53676123,81.13668716,Cotton,Urea,2
150,60,50,7.0,800.0,25.0,54.00006393110391,Cotton,Magnesium Sulphate,5
150,75,145,6.5,1300.0,25.0,70.66070760527586,Sugarcane,MOP,3
100,65,80,8.0,500.0,15.0,73.24453781904373,Cotton,Magnesium Sulphate,5
1,12,30,5.56222383,131.0900076,27.754298,95.94643831,Coconut,10-26-26,21
27,60,17,7.026795359,64.42177127,26.41768321,63.64698302,Blackgram,Chilated Micronutrient,11
145,90,125,7.0,900.0,20.0,46.16062336152491,Sugarcane,MOP,3
84,44,21,5.850439831,107.2681929,21.869274,61.91044947,Maize,Urea,2
125,39,21,7.954629324,95.0191318,25.03149561,82.21276599,Cotton,Urea,2
150,85,130,6.0,1000.0,25.0,76.09215009793222,Sugarcane,DAP,0
145,75,70,8.0,1200.0,35.0,41.42197685146354,Sugarcane,MOP,3
37,56,25,5.774755144,126.7265372,22.05592283,19.60379304,KidneyBeans,Urea,2
101,33,33,6.908671379,142.8610793,26.97251562,62.0183627,Coffee,Urea,2
75,45,45,6.5,600.0,20.0,67.80995312378985,Wheat,19:19:19 NPK,6
25,55,20,7.5,700.0,30.0,57.884300589467145,Groundnut,Chilated Micronutrient,11
50,30,30,6.0,700.0,25.0,56.047957021907536,Jowar,10:26:26 NPK,4
80,45,45,6.5,600.0,20.0,77.51043827964665,Wheat,19:19:19 NPK,6
75,40,50,7.5,600.0,20.0,67.42896182207699,Wheat,19:19:19 NPK,6
100,60,50,6.5,900.0,40.0,59.96624305171488,Rice,50:26:26 NPK,16
67,46,44,7.093328631,153.9199807,26.82489244,78.20392774,Jute,Urea,2
67,68,49,6.821774589,149.8488208,35.26824831,92.38282957,Papaya,19:19:19 NPK,6
30,50,40,7.0,600.0,25.0,69.013834888475,Groundnut,Chilated Micronutrient,11
150,65,125,7.0,1100.0,25.0,42.5100573716681,Sugarcane,MOP,3
20,40,30,6.0,800.0,25.0,51.13172177705098,Groundnut,Chilated Micronutrient,11
115,45,40,6.5,1300.0,25.0,77.77866746639458,Rice,Urea,2
25,30,30,5.5,800.0,30.0,63.461501541775235,Rice,50:26:26 NPK,16
135,60,140,7.0,1100.0,25.0,73.48652287604011,Sugarcane,DAP,0
30,30,25,6.0,700.0,25.0,52.05481294277165,Urad,SSP,1
28,72,84,6.481783043,71.58010169,18.72963144,19.18197264,ChickPea,12:32:16 NPK,7
130,65,60,6.0,600.0,25.0,68.1822830719587,Maize,Urea,2
100,60,55,7.5,800.0,15.0,46.09017354462296,Wheat,Urea,2
95,60,45,7.0,1200.0,35.0,38.938511174797796,Rice,Urea,2
41,0,0,6.715267006425881,819.1890095280302,28.0,54.0,Millets,Urea,2
150,60,135,6.0,1000.0,25.0,74.72752525113148,Sugarcane,Urea,2
30,20,10,7.0,800.0,35.0,43.71729210026396,Moong,SSP,1
50,35,25,7.0,400.0,25.0,46.31386413752531,Jowar,10:26:26 NPK,4
110,70,55,7.5,600.0,20.0,67.26998242575525,Wheat,Urea,2
100,40,50,7.0,1400.0,30.0,66.93745580750492,Rice,Urea,2
3,18,31,6.392313973,91.09745581,31.65333432,48.20662669,Mango,SSP,1
18,30,29,6.420018717,224.5903664,26.7627493,92.86056895,Coconut,10:26:26 NPK,4
105,55,55,7.5,900.0,30.0,57.62291297097751,Cotton,13:32:26 NPK,18
125,60,95,7.0,800.0,20.0,59.26368160560622,Sugarcane,DAP,0
135,60,100,6.5,700.0,30.0,62.419758443346836,Sugarcane,Urea,2
38,55,19,5.864623352,198.8298806,33.18184225,38.23184742,PigeonPeas,SSP,1
120,75,75,8.0,1000.0,35.0,46.05554599049934,Sugarcane,Urea,2
85,40,130,7.0,700.0,25.0,62.99520465450491,Grapes,Hydrated Lime,20
100,50,50,6.5,700.0,15.0,58.274203580887146,Wheat,19:19:19 NPK,6
117,37,32,6.787658922,162.5769606,23.1069385,67.06230539,Coffee,Urea,2
80,50,50,7.0,700.0,25.0,77.16283196350322,Wheat,19:19:19 NPK,6
110,70,45,7.0,900.0,20.0,72.69083261927987,Wheat,19:19:19 NPK,6
100,50,60,6.0,700.0,25.0,80.20609405844397,Wheat,Urea,2
75,30,30,6.0,500.0,25.0,59.90501725487118,Moong,SSP,1
0,145,205,5.52078314,113.9760462,21.22503442,90.09877774,Apple,Ferrous Sulphate,8
80,45,45,6.5,900.0,30.0,70.67814766731058,Jowar,10:26:26 NPK,4
55,40,20,7.5,700.0,30.0,50.715154130188125,Jowar,Urea,2
130,70,125,7.0,900.0,20.0,54.28798459279945,Sugarcane,Urea,2
85,55,105,7.0,1100.0,25.0,77.57260674762806,Sugarcane,Urea,2
130,60,55,5.5,600.0,20.0,70.98041915060435,Maize,MOP,3
140,85,130,6.0,1000.0,25.0,77.34774547745508,Sugarcane,DAP,0
60,40,20,7.5,700.0,30.0,77.35210714211414,Jowar,Urea,2
105,30,45,6.5,800.0,35.0,55.77878478050108,Cotton,12:32:16 NPK,7
95,40,55,7.5,1000.0,25.0,54.864196024955504,Wheat,19:19:19 NPK,6
130,70,125,7.0,1400.0,30.0,54.663201410538235,Sugarcane,Urea,2
29,75,75,7.064790365,88.4585692,19.62416326,18.71483156,ChickPea,Magnesium Sulphate,5
140,75,60,6.0,700.0,30.0,56.092871809654966,Maize,SSP,1
100,60,50,7.5,600.0,20.0,50.32767611625302,Wheat,19:19:19 NPK,6
120,70,40,6.0,800.0,25.0,80.32693184048624,Cotton,12:32:16 NPK,7
75,55,55,7.5,900.0,30.0,60.848849552122076,Jowar,10:26:26 NPK,4
116,23,25,6.869720196,139.3670753,23.4123707,52.26994674,Coffee,Urea,2
115,60,55,6.5,900.0,35.0,25.471988988473335,Rice,Urea,2
16,10,41,6.738993954,105.7595811,24.77464458,85.63608688,Pomegranate,10:26:26 NPK,4
80,55,120,6.5,800.0,25.0,63.31030916510487,Grapes,Hydrated Lime,20
120,40,40,6.0,800.0,15.0,79.08924698987667,Wheat,19:19:19 NPK,6
120,65,130,7.0,1400.0,20.0,54.68866707282331,Sugarcane,MOP,3
125,60,130,7.0,900.0,30.0,67.02028404277598,Sugarcane,MOP,3
84,7,51,6.399669044,55.74073582,26.81530456,87.65694462,Watermelon,Urea,2
115,55,45,7.0,800.0,25.0,72.54525463274175,Wheat,Urea,2
40,30,30,6.0,600.0,30.0,75.36389698979458,Groundnut,Chilated Micronutrient,11
11,71,24,5.606620346,141.6056722,21.14011423,22.7182355,KidneyBeans,SSP,1
110,60,45,7.0,800.0,20.0,57.344896340688095,Wheat,19:19:19 NPK,6
110,60,75,7.5,600.0,10.0,70.86579647656119,Cotton,Magnesium Sulphate,5
150,70,85,6.5,700.0,25.0,45.37860554295247,Sugarcane,Urea,2
120,80,55,6.0,500.0,20.0,78.42574204574828,Maize,SSP,1
60,40,50,7.0,500.0,25.0,58.53297476500067,Wheat,19:19:19 NPK,6
70,50,55,7.5,600.0,30.0,60.699307743590225,Wheat,Urea,2
140,60,60,6.0,700.0,30.0,50.1888255818554,Maize,SSP,1
150,70,135,6.0,1000.0,25.0,55.20536434294279,Sugarcane,DAP,0
120,70,95,7.0,800.0,25.0,50.959494973318215,Sugarcane,Urea,2
105,30,50,6.37620108,57.04147057,25.29954705,81.77527562,Watermelon,Magnesium Sulphate,5
87,54,20,6.576418207,108.8303762,25.61707368,63.4711755,Maize,Urea,2
90,40,125,6.5,800.0,30.0,49.86463900777605,Grapes,10:10:10 NPK,9
115,60,75,7.5,1000.0,35.0,42.15386159398701,Cotton,Magnesium Sulphate,5
130,65,45,6.0,600.0,25.0,67.30737906087239,Maize,MOP,3
80,18,51,6.706053225,20.76582087,28.05380704,91.81758779,Muskmelon,Urea,2
120,45,50,7.0,500.0,15.0,82.36519883250645,Wheat,19:19:19 NPK,6
106,70,55,5.74055541,116.3019555,25.86824781,78.52399914,Banana,Urea,2
140,45,75,6.5,1000.0,35.0,57.702326848650685,Cotton,Magnesium Sulphate,5
117,51,15,6.044556594,99.75336197,22.9535715,78.71555832,Cotton,Urea,2
75,36,44,6.613341343,153.7447398,23.28081,74.27607475,Jute,Urea,2
13,36,0,6.715267006425881,819.1890095280302,29.0,58.0,Wheat,DAP,0
135,65,135,6.0,1000.0,35.0,36.00546074500029,Sugarcane,MOP,3
110,80,40,6.0,800.0,25.0,51.57621657237344,Cotton,DAP,0
31,76,82,7.599279991,79.20509212,20.8248451,17.85057083,ChickPea,12:32:16 NPK,7
3,63,16,6.868881708,53.13946695,24.38041875,61.18458224,Lentil,SSP,1
130,80,65,8.5,1200.0,30.0,75.90206976243202,Sugarcane,MOP,3
91,84,52,6.390741836,117.536781,29.14827211,78.71024836,Banana,19:19:19 NPK,6
125,85,125,7.0,900.0,30.0,52.045474869062744,Sugarcane,Urea,2
80,50,50,7.0,1200.0,35.0,26.840599922244863,Rice,Urea,2
60,55,40,6.5,1000.0,25.0,53.61651937061035,Turmeric,White Potash,19
60,40,60,5.5,900.0,20.0,74.23526873853358,Ginger,Urea,2
120,25,50,6.327210469,21.84869328,28.05457761,94.81637388,Muskmelon,12:32:16 NPK,7
30,25,50,6.0,1600.0,25.0,77.35578841553152,Turmeric,Ferrous Sulphate,8
90,44,38,7.473134377,241.2013513,23.83509503,83.88387074,Rice,Urea,2
80,45,40,6.5,1000.0,25.0,44.96669970117091,Wheat,19:19:19 NPK,6
100,50,125,7.0,700.0,25.0,49.69155957514443,Grapes,10:10:10 NPK,9
140,60,80,6.5,1200.0,20.0,63.30062085320627,Sugarcane,MOP,3
140,70,80,7.0,800.0,30.0,69.09100517035,Sugarcane,DAP,0
125,65,135,7.0,1100.0,35.0,35.48793782096515,Sugarcane,MOP,3
87,35,25,6.178056304,65.88951188,21.44526922,63.1621551,Maize,Urea,2
60,55,50,7.5,600.0,30.0,54.50838727267285,Wheat,19:19:19 NPK,6
28,70,21,7.437373666,39.18374505,25.39038396,60.4989659,Lentil,Chilated Micronutrient,11
90,45,125,6.5,800.0,25.0,45.51199925988468,Grapes,Ferrous Sulphate,8
100,65,65,7.5,1000.0,35.0,33.291109275690054,Cotton,12:32:16 NPK,7
86,40,39,6.207459637,175.6086697,25.72100868,88.16513579,Jute,Urea,2
21,39,20,7.064782138,46.75690086,28.14448546,82.1193047,MungBean,Chilated Micronutrient,11
39,36,22,9.072011412,34.03335472,29.34317422,60.50320928,MothBeans,SSP,1
110,40,40,6.0,500.0,15.0,45.332824712677684,Wheat,Urea,2
91,7,53,6.457216535,43.52897517,25.13735887,89.28272716,Watermelon,Urea,2
91,25,26,7.482414225,180.5059257,24.53460016,66.99765375,Coffee,10:26:26 NPK,4
105,55,50,7.0,800.0,15.0,54.79690661129678,Wheat,Urea,2
130,60,45,5.5,600.0,30.0,46.629985778446084,Maize,SSP,1
12,29,13,7.57125447,118.0069295,22.45616931,91.52781832,Orange,Urea,2
42,79,23,6.781841984,68.56507978,27.71678273,63.29103387,Blackgram,SSP,1
100,55,50,7.5,1500.0,35.0,31.00752231955692,Rice,Urea,2
7,17,26,6.414526606,91.63074547,34.89226666,48.75613373,Mango,Urea,2
105,45,40,6.5,900.0,20.0,55.42211189693665,Wheat,19:19:19 NPK,6
89,40,43,7.124050134,189.9711184,26.24532085,72.97198375,Jute,19:19:19 NPK,6
